Actual Profit ($),Actual Sales (Qty),Actual Cost of Goods Sold  (COGS) ($),Actual Total Expenses ($),Inventory (Qty),Budget Profit ($),Budget Sales (Qty),Budget COGS ($),Date,Market,Province,City,Store#,Market Size,Product Type,Product,Type
11,47,19,17,774,20,50,20,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Caffe Mocha,Regular
11,47,19,17,774,20,40,10,28/2/2019,Central,Ontario,Toronto ,775,Small Market,Espresso,Decaf Espresso,Decaf
11,118,53,54,306,20,110,50,28/2/2019,Central,Quebec,Sherbrooke,918,Small Market,Herbal Tea,Chamomile,Decaf
12,118,53,53,306,30,120,50,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Amaretto,Regular
12,54,23,19,620,20,50,20,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Decaf Irish Cream,Decaf
12,118,53,53,306,20,110,50,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Caffe Mocha,Regular
12,118,53,53,306,20,90,40,28/2/2019,Prairie,Saskatchewan,Saskatoon,727,Major Market,Herbal Tea,Lemon,Decaf
15,220,92,113,541,40,230,90,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Colombian,Regular
15,220,92,113,541,60,270,110,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Coffee,Decaf Irish Cream,Decaf
15,220,92,113,541,40,210,80,28/2/2019,Central,Quebec,Sherbrooke,405,Small Market,Herbal Tea,Lemon,Decaf
16,220,92,112,541,40,210,80,28/2/2019,Prairie,Saskatchewan,Saskatoon,305,Major Market,Espresso,Caffe Mocha,Regular
17,56,22,17,452,30,40,10,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf
17,56,22,17,452,30,60,20,28/2/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Green Tea,Regular
17,56,22,17,452,20,30,10,28/2/2019,Central,Ontario,Ottawa,541,Small Market,Tea,Darjeeling,Regular
17,56,22,17,452,30,40,10,28/2/2019,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Mocha,Regular
18,132,59,55,331,10,110,50,28/2/2019,Prairie,Alberta,Calgary,350,Major Market,Tea,Darjeeling,Regular
18,132,59,55,331,40,150,60,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf
18,132,59,55,331,30,100,40,28/2/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Herbal Tea,Lemon,Decaf
18,132,59,55,331,20,120,50,28/2/2019,Central,Ontario,Kitchener,503,Large Market,Espresso,Caffe Latte,Regular
21,66,27,18,772,40,70,20,28/2/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Green Tea,Regular
23,114,45,46,366,30,100,40,28/2/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Colombian,Regular
24,114,45,45,366,50,140,50,28/2/2019,Atlantic,New Brunswick,Moncton,505,Small Market,Coffee,Colombian,Regular
24,101,41,36,236,30,80,30,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Chamomile,Decaf
24,114,45,45,366,40,100,30,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Herbal Tea,Lemon,Decaf
25,101,41,35,236,40,90,30,28/2/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Coffee,Amaretto,Regular
25,155,65,65,392,50,190,80,28/2/2019,Central,Ontario,Kitchener,503,Large Market,Coffee,Colombian,Regular
26,290,121,143,712,30,270,110,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Espresso,Caffe Mocha,Regular
26,290,121,143,712,40,250,100,28/2/2019,Central,Ontario,Toronto ,775,Small Market,Herbal Tea,Chamomile,Decaf
28,80,32,20,817,50,70,20,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Lemon,Decaf
28,80,32,20,817,40,80,30,28/2/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Darjeeling,Regular
28,81,33,20,772,50,70,20,28/2/2019,Central,Ontario,Ottawa,971,Small Market,Herbal Tea,Chamomile,Decaf
28,80,32,20,817,40,80,30,28/2/2019,Prairie,Saskatchewan,Saskatoon,786,Major Market,Tea,Darjeeling,Regular
29,130,55,46,305,40,120,50,28/2/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Decaf Espresso,Decaf
29,100,44,27,618,50,120,50,28/2/2019,Central,Quebec,Sherbrooke,918,Small Market,Coffee,Colombian,Regular
29,80,32,19,817,50,100,40,28/2/2019,Central,Quebec,Sherbrooke,405,Small Market,Coffee,Decaf Irish Cream,Decaf
30,100,44,26,618,30,80,30,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Tea,Green Tea,Regular
30,130,55,45,305,70,160,60,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Colombian,Regular
30,100,44,26,618,30,80,30,28/2/2019,Central,Ontario,Ottawa,541,Small Market,Herbal Tea,Lemon,Decaf
31,43,0,12,774,30,40,0,28/2/2019,Central,Ontario,Toronto ,702,Small Market,Espresso,Caffe Latte,Regular
32,43,0,11,774,30,40,0,28/2/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Green Tea,Regular
32,43,0,11,774,40,50,0,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Decaf Espresso,Decaf
33,140,60,47,329,40,120,50,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Herbal Tea,Mint,Decaf
33,140,60,47,329,50,130,50,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Chamomile,Decaf
33,140,60,47,329,50,140,60,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Coffee,Amaretto,Regular
33,140,60,47,329,50,130,50,28/2/2019,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Mocha,Regular
34,136,62,40,958,30,110,50,28/2/2019,Prairie,Alberta,Calgary,350,Major Market,Tea,Earl Grey,Regular
34,94,38,22,772,50,80,30,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Herbal Tea,Lemon,Decaf
34,110,48,28,617,30,80,30,28/2/2019,Prairie,Saskatchewan,Saskatoon,754,Major Market,Herbal Tea,Chamomile,Decaf
34,94,38,22,772,60,110,40,28/2/2019,North,Yukon,Whitehorse,337,Small Market,Coffee,Colombian,Regular
35,112,49,28,617,40,100,40,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Mocha,Regular
35,110,48,27,617,50,120,50,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Espresso,Decaf Espresso,Decaf
35,110,48,27,617,40,100,40,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Caffe Latte,Regular
35,112,49,28,617,40,100,40,28/2/2019,North,Yukon,Whitehorse,337,Small Market,Herbal Tea,Chamomile,Decaf
38,128,52,38,357,50,120,40,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Herbal Tea,Lemon,Decaf
38,128,52,38,357,50,130,50,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Coffee,Colombian,Regular
38,103,42,23,771,30,90,40,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Caffe Latte,Regular
38,103,42,23,771,60,120,40,28/2/2019,North,Nunavut,Pangnirtung,573,Small Market,Espresso,Decaf Espresso,Decaf
38,128,52,38,357,70,160,60,28/2/2019,Central,Ontario,Ottawa,971,Small Market,Coffee,Decaf Irish Cream,Decaf
41,193,86,66,484,50,150,60,28/2/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Lemon,Decaf
41,193,86,66,484,80,240,100,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Decaf Irish Cream,Decaf
41,137,56,40,382,50,120,40,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Tea,Darjeeling,Regular
41,154,70,43,957,60,140,60,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Decaf Espresso,Decaf
41,137,56,40,382,40,90,30,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Tea,Earl Grey,Regular
41,137,56,40,382,50,110,40,28/2/2019,North,Yukon,Whitehorse,985,Small Market,Espresso,Decaf Espresso,Decaf
42,154,70,42,957,60,180,80,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Espresso,Caffe Mocha,Regular
42,193,86,65,484,50,200,90,28/2/2019,North,Nunavut,Iqaluit,314,Small Market,Coffee,Colombian,Regular
42,154,70,42,957,50,120,50,28/2/2019,Prairie,Saskatchewan,Saskatoon,850,Major Market,Herbal Tea,Mint,Decaf
42,193,86,65,484,40,180,80,28/2/2019,North,Yukon,Whitehorse,225,Small Market,Herbal Tea,Lemon,Decaf
43,115,47,25,772,50,100,40,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Herbal Tea,Lemon,Decaf
44,142,58,40,331,70,170,70,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Coffee,Colombian,Regular
44,115,47,24,772,60,120,40,28/2/2019,Prairie,Saskatchewan,Saskatoon,727,Major Market,Tea,Green Tea,Regular
44,115,47,24,772,70,140,50,28/2/2019,North,Yukon,Whitehorse,504,Small Market,Coffee,Decaf Irish Cream,Decaf
46,165,75,44,956,50,120,50,28/2/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Herbal Tea,Mint,Decaf
46,165,75,44,956,70,200,90,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Coffee,Amaretto,Regular
46,165,75,44,956,60,170,70,28/2/2019,North,Nunavut,Kugluktuk,816,Small Market,Coffee,Decaf Irish Cream,Decaf
48,123,50,25,814,60,130,50,28/2/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Tea,Darjeeling,Regular
48,123,50,25,814,50,110,40,28/2/2019,Atlantic,New Brunswick,Saint John ,591,Small Market,Espresso,Decaf Espresso,Decaf
48,123,50,25,814,70,140,50,28/2/2019,North,Nunavut,Pangnirtung,573,Small Market,Espresso,Caffe Mocha,Regular
50,180,77,53,423,60,180,80,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Decaf Irish Cream,Decaf
51,180,77,52,423,60,170,70,28/2/2019,Prairie,Saskatchewan,Saskatoon,407,Major Market,Espresso,Decaf Espresso,Decaf
58,189,75,56,378,60,160,60,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Caffe Latte,Regular
58,189,75,56,549,50,120,40,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Tea,Green Tea,Regular
59,189,75,55,549,90,220,80,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Espresso,Decaf Espresso,Decaf
59,189,75,55,549,50,160,60,28/2/2019,Central,Quebec,Montreal,630,Major Market,Tea,Earl Grey,Regular
62,200,80,58,640,60,170,60,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Tea,Darjeeling,Regular
62,200,80,58,640,50,130,50,28/2/2019,Central,Ontario,Ottawa,971,Small Market,Tea,Earl Grey,Regular
63,200,80,57,640,70,170,60,28/2/2019,Central,Quebec,Sherbrooke,405,Small Market,Espresso,Decaf Espresso,Decaf
63,200,80,57,640,80,190,70,28/2/2019,Prairie,Saskatchewan,Saskatoon,754,Major Market,Coffee,Colombian,Regular
65,174,65,44,372,70,140,50,28/2/2019,North,Yukon,Whitehorse,504,Small Market,Espresso,Caffe Mocha,Regular
66,174,65,43,372,80,150,50,28/2/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Herbal Tea,Chamomile,Decaf
66,174,65,43,372,40,110,40,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Tea,Darjeeling,Regular
68,190,83,39,613,80,190,80,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Coffee,Colombian,Regular
68,190,83,39,613,100,230,100,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Decaf Irish Cream,Decaf
68,190,83,39,613,60,160,70,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Herbal Tea,Mint,Decaf
68,190,83,39,613,60,160,70,28/2/2019,Central,Quebec,Montreal,773,Major Market,Herbal Tea,Lemon,Decaf
70,206,86,50,300,70,170,70,28/2/2019,Central,Quebec,Sherbrooke,405,Small Market,Espresso,Caffe Latte,Regular
71,206,86,49,490,70,180,70,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Tea,Earl Grey,Regular
71,206,86,49,490,60,140,50,28/2/2019,Central,Ontario,Kitchener,503,Large Market,Tea,Green Tea,Regular
71,206,86,49,490,70,190,80,28/2/2019,Prairie,Saskatchewan,Saskatoon,305,Major Market,Coffee,Decaf Irish Cream,Decaf
79,189,77,33,449,90,200,80,28/2/2019,Atlantic,PEI,Charlottetown,845,Major Market,Tea,Green Tea,Regular
79,189,77,33,449,80,160,60,28/2/2019,Central,Quebec,Montreal,309,Major Market,Tea,Darjeeling,Regular
80,189,77,32,449,110,220,80,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Espresso,Caffe Mocha,Regular
80,189,77,32,449,90,160,60,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Decaf Espresso,Decaf
80,189,77,32,449,60,120,50,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Tea,Earl Grey,Regular
94,254,104,56,596,110,220,80,28/2/2019,Central,Ontario,London,702,Small Market,Herbal Tea,Mint,Decaf
95,254,104,55,596,110,220,80,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Lemon,Decaf
95,254,104,55,596,100,260,110,28/2/2019,Central,Quebec,Montreal,847,Major Market,Coffee,Decaf Irish Cream,Decaf
98,340,170,72,1073,140,400,190,28/2/2019,West,British Columbia,Kelowna,670,Major Market,Espresso,Caffe Mocha,Regular
99,232,95,38,809,110,240,100,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Coffee,Decaf Irish Cream,Decaf
99,340,170,71,1073,100,290,140,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Herbal Tea,Chamomile,Decaf
99,340,170,71,1073,110,330,160,28/2/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Espresso,Regular Espresso,Regular
99,340,170,71,1073,100,320,160,28/2/2019,Central,Ontario,Ottawa,971,Small Market,Espresso,Decaf Espresso,Decaf
99,232,95,38,809,100,200,80,28/2/2019,Central,Quebec,Montreal,847,Major Market,Herbal Tea,Mint,Decaf
100,232,95,37,809,100,200,80,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Herbal Tea,Chamomile,Decaf
100,232,95,37,809,120,250,100,28/2/2019,Atlantic,PEI,Charlottetown,631,Major Market,Tea,Darjeeling,Regular
105,243,99,39,766,120,250,100,28/2/2019,Prairie,Alberta,Calgary,303,Major Market,Coffee,Amaretto,Regular
105,243,99,39,766,130,260,100,28/2/2019,Atlantic,PEI,Charlottetown,518,Major Market,Tea,Earl Grey,Regular
105,243,99,39,766,110,210,80,28/2/2019,Central,Quebec,Montreal,815,Major Market,Herbal Tea,Chamomile,Decaf
106,243,99,38,766,100,200,80,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Espresso,Caffe Mocha,Regular
106,243,99,38,766,90,160,60,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Tea,Darjeeling,Regular
115,354,148,91,844,120,310,120,28/2/2019,Central,Ontario,London,775,Small Market,Herbal Tea,Lemon,Decaf
115,354,148,91,844,140,370,150,28/2/2019,Central,Quebec,Montreal,312,Major Market,Coffee,Colombian,Regular
121,325,130,74,945,130,300,120,28/2/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Coffee,Colombian,Regular
121,325,130,74,945,120,280,110,28/2/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Herbal Tea,Chamomile,Decaf
131,495,240,124,1454,110,380,180,28/2/2019,Atlantic,PEI,Summerside,518,Major Market,Herbal Tea,Lemon,Decaf
141,457,228,88,1436,140,400,190,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Darjeeling,Regular
142,457,228,87,1436,150,430,210,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Espresso,Caffe Latte,Regular
142,457,228,87,1436,100,310,150,28/2/2019,Central,Ontario,London,702,Small Market,Tea,Earl Grey,Regular
142,457,228,87,1436,180,530,260,28/2/2019,Central,Quebec,Montreal,312,Major Market,Espresso,Decaf Espresso,Decaf
164,465,213,88,942,240,580,260,28/2/2019,Prairie,Alberta,Edmonton,404,Major Market,Coffee,Colombian,Regular
164,465,213,88,942,160,400,180,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Herbal Tea,Lemon,Decaf
169,534,240,125,1391,150,460,200,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Tea,Earl Grey,Regular
201,545,234,110,1282,190,470,200,28/2/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Herbal Tea,Chamomile,Decaf
201,545,234,110,1282,260,640,270,28/2/2019,Central,Quebec,Montreal,708,Major Market,Espresso,Caffe Mocha,Regular
202,545,234,109,1282,200,520,220,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Espresso,Decaf Espresso,Decaf
202,545,234,109,1282,150,370,150,28/2/2019,Central,Ontario,London,775,Small Market,Tea,Darjeeling,Regular
245,645,258,142,2067,360,800,320,28/2/2019,West,British Columbia,Bunaby,685,Major Market,Coffee,Colombian,Regular
245,645,258,142,2067,250,610,240,28/2/2019,Atlantic,PEI,Summerside,917,Major Market,Coffee,Colombian,Regular
264,580,228,88,1402,280,560,210,28/2/2019,Atlantic,PEI,Summerside,585,Major Market,Espresso,Regular Espresso,Regular
340,470,75,55,235,330,440,70,28/2/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Coffee,Colombian,Regular
-340,32,245,127,2449,-240,0,160,31/03/2012,Central,Ontario,London,775,Small Market,Tea,Green Tea,Regular
-208,63,125,146,1118,-190,60,120,31/03/2012,Atlantic,PEI,Summerside,607,Major Market,Espresso,Caffe Mocha,Regular
-121,127,154,94,1288,-120,150,190,31/03/2019,West,British Columbia,Bunaby,685,Major Market,Coffee,Decaf Irish Cream,Decaf
-119,182,214,87,1480,-80,140,160,31/03/2019,Atlantic,PEI,Summerside,914,Major Market,Herbal Tea,Mint,Decaf
-41,125,109,57,796,-30,150,130,31/03/2019,West,British Columbia,Bunaby,685,Major Market,Coffee,Amaretto,Regular
-33,106,88,51,715,-20,130,110,31/03/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Coffee,Decaf Irish Cream,Decaf
-32,106,88,50,715,-20,90,70,31/03/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Herbal Tea,Mint,Decaf
-32,106,88,50,715,-10,90,70,31/03/2019,North,Nunavut,Rankin Inlet,636,Small Market,Herbal Tea,Lemon,Decaf
-7,107,44,70,251,10,90,30,31/03/2019,Atlantic,New Brunswick,Moncton,505,Small Market,Espresso,Caffe Mocha,Regular
-7,107,44,70,251,10,70,20,31/03/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Darjeeling,Regular
-7,107,44,70,251,10,100,40,31/03/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Espresso,Caffe Mocha,Regular
-6,107,44,69,251,10,90,30,31/03/2019,North,Nunavut,Kugluktuk,816,Small Market,Herbal Tea,Chamomile,Decaf
-4,125,52,77,421,20,110,40,31/03/2019,Prairie,Alberta,Calgary,350,Major Market,Herbal Tea,Lemon,Decaf
-4,125,52,77,421,20,130,50,31/03/2019,West,British Columbia,Kelowna,670,Major Market,Coffee,Decaf Irish Cream,Decaf
-4,75,33,46,162,10,50,20,31/03/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Green Tea,Regular
-4,125,52,77,446,20,120,40,31/03/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Espresso,Caffe Mocha,Regular
-4,75,33,46,162,0,70,30,31/03/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Espresso,Regular Espresso,Regular
-4,75,33,46,190,0,60,20,31/03/2019,North,Nunavut,Pangnirtung,573,Small Market,Tea,Green Tea,Regular
-4,75,33,46,190,10,90,40,31/03/2019,Central,Ontario,London,702,Small Market,Coffee,Colombian,Regular
-3,75,33,45,36,10,60,20,31/03/2019,Atlantic,New Brunswick,Moncton,505,Small Market,Espresso,Caffe Latte,Regular
-3,75,33,45,190,0,50,20,31/03/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Herbal Tea,Lemon,Decaf
-3,75,33,45,162,0,60,20,31/03/2019,North,Nunavut,Kugluktuk,417,Small Market,Tea,Earl Grey,Regular
-3,125,52,76,421,30,150,60,31/03/2019,Central,Ontario,Kitchener,503,Large Market,Coffee,Amaretto,Regular
0,150,63,87,506,10,140,60,31/03/2019,Prairie,Manitoba,Winnipeg,1001,Small Market,Espresso,Caffe Mocha,Regular
0,150,63,87,506,10,100,40,31/03/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Tea,Green Tea,Regular
1,150,63,86,506,10,130,50,31/03/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Tea,Earl Grey,Regular
1,150,63,86,187,0,120,50,31/03/2019,North,Yukon,Whitehorse,318,Small Market,Espresso,Caffe Latte,Regular
5,63,28,30,958,20,60,20,31/03/2019,Atlantic,New Brunswick,Fredricton,550,Small Market,Herbal Tea,Lemon,Decaf
6,63,28,29,958,20,60,20,31/03/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Colombian,Regular
6,63,28,29,958,20,70,30,31/03/2019,Central,Ontario,London,702,Small Market,Coffee,Decaf Irish Cream,Decaf
9,41,16,16,772,20,40,10,31/03/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Espresso,Caffe Mocha,Regular
10,45,18,17,816,20,40,10,31/03/2019,Atlantic,New Brunswick,Moncton,505,Small Market,Herbal Tea,Chamomile,Decaf
10,85,36,39,187,10,50,20,31/03/2019,Atlantic,New Brunswick,Miramichi,598,Small Market,Tea,Earl Grey,Regular
10,45,18,17,816,20,40,10,31/03/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Amaretto,Regular
10,45,18,17,816,20,40,10,31/03/2019,Central,Ontario,London,775,Small Market,Espresso,Caffe Mocha,Regular
10,41,16,15,772,10,30,10,31/03/2019,Central,Ontario,London,775,Small Market,Espresso,Decaf Espresso,Decaf
11,85,36,38,187,10,70,30,31/03/2019,Atlantic,New Brunswick,Moncton,505,Small Market,Espresso,Decaf Espresso,Decaf
11,45,18,16,816,20,40,10,31/03/2019,North,Northwest Territories,Yellowknife,4001,Small Market,Tea,Darjeeling,Regular
11,85,36,38,187,10,70,30,31/03/2019,North,Nunavut,Kugluktuk,417,Small Market,Tea,Darjeeling,Regular
12,54,23,19,617,20,50,20,31/03/2019,Atlantic,Nova Scotia,Halifax,6300,Small Market,Coffee,Decaf Irish Cream,Decaf
12,120,54,54,301,20,110,50,31/03/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Espresso,Caffe Mocha,Regular
12,120,54,54,301,20,90,40,31/03/2019,Prairie,Saskatchewan,Saskatoon,772,Major Market,Herbal Tea,Lemon,Decaf
13,120,54,53,301,30,120,50,31/03/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Amaretto,Regular
13,120,54,53,301,20,110,50,31/03/2019,Central,Quebec,Sherbrooke,580,Small Market,Herbal Tea,Chamomile,Decaf
15,129,58,56,325,40,150,60,31/03/2019,West,British Columbia,Kelowna,670,Major Market,Espresso,Decaf Espresso,Decaf
15,53,21,17,449,30,40,10,31/03/2019,West,British Columbia,Kelowna,670,Major Market,Herbal Tea,Chamomile,Decaf
15,53,21,17,449,20,50,20,31/03/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Tea,Green Tea,Regular
15,129,58,56,325,20,120,50,31/03/2019,Central,Ontario,Ottawa,541,Small Market,Espresso,Caffe Latte,Regular
15,53,21,17,449,30,40,10,31/03/2019,Central,Quebec,Sherbrooke,918,Small Market,Espresso,Caffe Mocha,Regular
16,129,58,55,325,20,110,40,31/03/2019,Prairie,Alberta,Calgary,350,Major Market,Tea,Darjeeling,Regular
16,129,58,55,325,30,100,40,31/03/2019,Atlantic,Newfoundland,St. John's,2001,Major Market,Herbal Tea,Lemon,Decaf
16,227,95,116,532,70,280,110,31/03/2019,Atlantic,Nova Scotia,Truro,6520,Small Market,Coffee,Decaf Irish Cream,Decaf
16,53,21,16,449,20,30,10,31/03/2019,Central,Ontario,Ottawa,971,Small Market,Tea,Darjeeling,Regular
17,227,95,115,532,30,230,100,31/03/2019,Atlantic,Newfoundland,Paradise,2500,Small Market,Coffee,Colombian,Regular
